bathrooms,bedrooms,price,num_desc_words
3.0,3,13490,100
1.0,1,3500,88
1.0,1,3375,0
1.0,1,3100,124
2.0,3,6895,101
1.0,0,999,0
1.0,0,2900,74
2.0,2,4845,0
1.0,0,1950,70
2.0,3,6250,60
1.0,3,3950,122
1.5,3,4650,96
1.0,1,-2600,100
1.0,1,2650,34
1.0,2,3595,137
2.0,4,6000,76
1.0,2,3200,74
1.0,1,3495,53
5.0,4,27750,67
1.0,3,3689,51
1.0,2,2895,54
2.0,4,5525,92
1.0,0,2895,67
1.0,2,2980,153
1.0,1,3550,40
1.0,2,2400,78
1.0,2,3800,106
1.0,0,1400,52
1.0,0,1700,81
1.0,0,2561,172
1.0,1,1895,56
2.0,3,4840,62
1.0,2,3600,55
1.0,1,2250,88
1.0,1,3500,104
1.0,1,3895,111
1.0,2,3200,62
1.0,1,3895,352
1.0,2,3495,114
1.0,2,3995,54
1.0,1,2050,36
2.0,3,5200,104
1.0,0,3350,0
2.0,3,4900,143
1.0,1,3525,107
1.0,2,3200,152
2.0,2,4250,59
1.0,1,2895,0
2.0,2,3600,0
1.0,2,3400,83
1.0,0,-2500,85
2.0,4,7000,79
1.0,0,2700,135
1.0,4,5900,56
1.0,2,4500,222
1.0,2,3075,83
1.0,0,2300,119
1.0,0,2395,79
2.0,4,6000,139
1.0,0,2000,64
2.0,3,4500,4
1.0,1,3000,113
1.0,2,3225,97
2.0,2,1800,172
1.0,1,1500,20
2.0,3,4700,115
1.0,3,2300,62
1.0,1,4250,29
1.0,1,4000,61
2.0,2,5000,268
2.0,2,2300,30
1.0,0,2400,80
1.0,1,1895,0
1.0,2,2280,64
1.0,0,2600,182
1.0,2,3199,135
1.0,3,3595,60
1.0,0,2300,82
1.0,2,3800,100
2.0,3,10570,145
1.0,2,3595,48
1.0,0,2250,77
1.0,2,2000,47
1.0,0,1990,124
1.0,1,3895,131
1.0,1,2700,197
2.0,3,5000,72
1.0,1,3845,68
1.0,1,2495,51
1.0,1,2000,171
1.0,0,1900,67
1.0,2,3693,92
1.0,1,4895,28
2.0,4,3700,61
2.0,3,4700,89
1.0,1,3650,122
1.0,1,3644,74
1.0,1,2750,62
1.0,2,3795,91
1.0,2,3850,63
1.0,2,2500,83
1.0,2,4495,152
1.0,0,2200,50
1.0,1,2500,137
1.0,1,1600,69
3.0,3,12000,141
2.5,2,6700,88
1.0,0,3050,76
1.0,1,5490,0
1.0,0,2150,80
1.0,1,2575,91
2.0,3,5175,126
1.0,2,3200,56
1.0,1,1395,61
1.0,1,2400,44
1.0,0,12000,46
2.0,3,18500,66
1.0,2,3275,34
1.0,2,1925,70
2.0,1,4650,0
1.0,2,3400,132
2.0,2,8280,91
1.0,1,-2950,165
1.0,1,2400,145
1.0,1,2495,40
1.0,0,1950,30
2.0,4,-4800,154
1.0,0,1695,72
1.0,1,5400,127
1.0,2,2850,54
1.0,2,2850,54
2.0,4,5350,73
1.0,4,4425,104
1.0,2,2650,172
1.0,1,3795,94
1.0,2,-2950,143
1.0,1,1500,59
2.0,1,2325,79
2.0,3,4500,101
2.0,2,6000,94
3.0,4,5500,104
3.0,3,12495,376
1.0,2,2000,80
1.0,2,2295,90
1.0,1,4495,96
1.0,2,4200,111
1.0,1,3995,71
1.0,1,4095,343
1.0,0,2300,22
2.0,4,-5695,145
1.0,2,3500,131
1.0,1,3425,24
1.0,1,2950,65
1.0,4,6450,175
1.0,1,4020,0
2.0,2,5557,101
1.0,2,3600,109
1.0,1,2650,72
1.0,0,2100,34
1.0,2,3200,94
1.0,1,2800,87
1.0,2,3400,213
1.0,1,2400,0
1.0,0,2705,47
1.0,0,2450,164
1.0,0,2695,93
1.0,1,2800,50
1.0,1,1395,60
1.0,1,5200,103
2.0,3,6000,103
2.0,3,5500,107
2.0,3,4900,245
1.0,0,3365,91
1.0,1,2983,113
1.0,3,3995,97
1.0,1,1900,91
2.0,3,5350,84
1.0,1,1750,2
1.0,1,3225,50
1.0,2,2985,125
1.0,2,1800,41
2.0,3,-4650,134
1.0,1,4100,0
2.0,4,6000,105
1.0,2,2650,54
1.0,1,1625,74
1.0,3,2650,196
1.0,0,3350,0
1.0,3,3795,201
2.0,2,4670,147
2.0,3,4850,108
1.0,1,3600,81
1.0,0,2045,35
1.0,1,3280,104
1.0,2,4050,95
2.0,4,4495,104
1.0,1,3930,102
1.0,1,2500,83
1.0,0,2291,65
2.0,4,6200,101
1.0,0,2500,97
1.0,1,3900,101
1.0,0,2300,69
1.0,3,4000,75
1.0,0,1850,37
1.0,2,2810,124
1.0,2,3300,88
2.0,2,7700,122
1.0,1,2700,39
1.0,1,2800,112
3.0,3,11000,135
1.0,1,2195,0
1.0,1,2150,47
1.0,0,2200,2
1.0,2,2600,41
1.0,2,2200,76
1.0,2,3495,0
2.0,2,4000,130
1.0,2,3200,57
1.0,3,2850,44
1.0,1,2750,74
1.0,3,4600,81
1.0,1,2750,144
2.0,2,3250,0
2.0,2,3700,114
1.0,0,2350,94
1.0,2,3295,130
1.0,3,2100,199
1.0,1,1955,91
1.0,1,3850,0
2.0,3,5300,94
1.0,2,3895,0
1.0,1,1900,0
1.0,0,2450,93
1.0,1,2150,81
1.0,2,4350,140
1.0,1,1995,71
1.0,2,3050,162
1.0,0,2200,23
1.0,2,3250,0
1.0,2,2200,93
1.0,1,3281,0
2.0,3,4850,130
1.0,1,2775,46
1.0,2,2700,103
2.0,3,6100,118
1.0,0,2700,38
1.0,1,2150,19
1.0,0,2700,46
1.0,4,3150,56
2.0,3,5500,182
1.0,2,2550,101
1.0,2,3795,70
1.0,1,1650,51
2.0,3,4500,144
1.0,1,3250,199
1.0,1,4095,65
1.0,1,1700,92
1.0,1,3450,61
1.0,1,3834,119
1.0,1,4160,89
2.0,2,5870,0
3.0,3,6895,246
1.0,2,2999,45
2.0,2,4450,52
1.0,0,2544,104
2.0,2,7300,119
1.0,2,3010,102
1.0,1,2525,77
1.0,1,3200,145
2.0,2,9755,105
2.0,2,4600,91
1.0,1,5000,117
1.0,1,2750,93
1.0,0,2095,4
1.0,2,3100,117
1.0,2,2550,25
1.0,1,3369,77
1.0,2,3400,66
1.0,1,3425,95
1.0,1,2100,62
1.0,1,2613,72
2.0,3,5300,160
1.0,1,3650,96
2.0,5,9000,89
1.0,2,2600,70
1.0,2,2600,219
2.0,1,2600,57
1.0,3,4200,112
1.0,1,2585,67
3.0,3,7995,147
1.0,1,3050,113
1.0,2,4195,121
2.0,3,3750,155
1.0,1,3610,0
1.0,4,5975,0
1.0,1,2350,35
1.0,1,3695,114
1.0,0,2300,83
1.0,3,3700,5
1.0,2,3145,84
3.5,4,15000,128
0.0,0,1750,0
1.0,1,2500,63
1.0,1,1825,64
1.0,2,3600,0
1.0,3,3000,104
1.0,2,1900,75
1.0,1,2850,65
1.0,1,4000,116
1.0,2,2595,40
1.0,2,3995,63
1.0,1,2150,28
2.0,4,3300,62
1.0,0,2500,85
1.0,0,1500,31
1.0,2,2100,91
1.0,0,1750,267
1.0,0,9000,0
1.0,3,6200,93
1.0,2,3500,87
3.0,7,6923,240
1.0,1,3688,219
1.0,1,3600,179
3.0,4,5500,104
1.0,0,2600,33
1.0,1,3100,126
2.0,4,4995,118
4.0,5,20000,58
2.0,4,6400,108
1.0,2,4900,72
1.0,1,2050,96
1.0,0,2755,38
1.0,1,1700,193
1.0,2,4900,101
1.0,2,2750,95
2.0,2,3200,47
1.0,0,1250,95
1.0,1,3100,42
1.0,3,4300,132
1.0,2,3695,11
1.0,0,1895,90
1.0,2,4000,111
0.0,2,15000,148
2.0,2,5395,142
1.0,1,4495,79
1.0,3,3000,44
1.0,2,2725,93
1.0,0,-3354,133
1.0,0,2765,67
1.0,2,3700,74
2.0,2,4790,74
2.0,2,8000,54
1.0,1,5250,83
1.0,0,2195,72
1.0,1,3250,91
1.0,1,4000,17
1.0,3,4200,74
1.0,1,2500,316
1.0,2,3300,106
1.0,1,4495,0
1.0,0,-2590,75
1.0,2,3100,94
2.0,3,7250,60
1.0,1,3795,281
2.0,3,4950,50
2.0,3,2600,2
1.0,3,4650,118
2.0,3,5800,0
1.0,0,2300,128
1.0,1,5330,71
1.0,1,2850,7
1.0,2,3200,22
1.0,1,3795,111
1.0,0,2500,51
1.0,1,1995,58
2.0,3,4450,80
1.0,0,2250,37
1.0,0,2225,46
1.0,0,2575,118
1.0,2,3175,77
1.0,1,3500,0
1.0,0,1875,71
2.0,2,4600,66
1.0,0,1250,24
1.0,0,2100,105
1.0,0,2675,50
1.0,1,2400,54
1.0,3,4095,79
1.0,1,2850,14
1.0,2,3350,81
1.0,1,3475,59
2.0,2,6725,49
1.0,2,3250,36
1.0,3,5000,0
1.0,1,1900,32
1.0,1,-2825,105
1.0,2,3000,124
1.0,0,2575,8
1.0,3,4000,85
1.0,3,3600,145
1.0,2,4000,182
1.0,0,2380,97
2.0,3,4500,106
1.0,0,2450,95
2.0,3,5500,100
1.0,3,4200,48
4.0,4,12500,95
1.0,2,3025,253
1.0,1,3100,58
1.0,1,3500,158
2.0,4,6000,79
1.0,2,2000,107
1.0,3,3725,88
1.0,2,2500,23
1.0,1,3795,42
1.0,1,3150,85
1.0,1,3200,156
1.0,1,3000,0
2.0,2,4095,197
1.0,2,2575,61
1.0,3,4600,89
1.0,0,2250,85
2.0,2,12000,156
1.0,3,4595,32
1.0,2,2595,109
1.0,1,2700,292
1.0,3,2500,119
1.0,2,-3320,67
1.0,3,-4600,128
1.0,2,3200,76
1.0,0,2995,45
2.0,3,4800,99
1.0,0,2295,133
1.0,1,1550,0
1.0,2,2100,126
2.0,3,6250,0
1.0,0,3240,0
1.0,1,4695,91
2.0,4,6200,130
1.0,2,2464,123
1.0,3,3495,62
1.0,2,1900,97
1.0,1,3500,60
1.0,3,3495,58
1.0,0,1950,45
1.0,1,3395,120
1.0,4,6000,90
1.0,2,4199,2
2.0,2,5675,84
1.0,2,2950,136
1.0,2,3000,53
1.0,0,2150,34
1.0,1,1350,74
1.0,3,2300,91
1.0,2,2250,115
1.0,2,4200,116
1.0,0,2250,49
1.0,1,3200,81
1.0,2,3100,121
1.0,1,3450,162
1.0,2,3958,74
1.0,2,4598,111
1.0,2,1950,72
1.0,1,2100,127
3.0,4,11955,0
1.0,0,3150,0
1.5,2,3625,0
1.0,2,3199,47
3.0,3,8500,97
1.0,2,2995,53
1.0,1,4220,196
1.0,1,2200,91
1.0,3,5299,72
2.0,3,4400,98
1.0,2,3350,0
1.0,0,1825,32
1.0,2,2850,46
1.0,1,2800,95
1.0,0,2400,129
2.0,2,-7150,117
1.0,1,3950,55
2.0,3,5800,133
1.0,3,4490,49
1.0,2,2500,89
1.0,0,2300,113
1.0,1,4500,148
1.0,1,4295,81
3.0,3,13995,379
1.0,0,2650,77
1.0,1,3150,110
1.0,2,3800,83
1.0,1,5475,65
1.0,3,3300,23
1.0,2,2580,7
1.0,2,2995,70
1.0,1,2995,129
1.0,1,2700,67
2.0,3,4800,105
1.0,2,2850,50
1.0,3,3600,57
1.0,2,2595,33
1.0,1,3495,0
2.0,2,4200,50
1.0,2,3450,62
2.0,2,3400,60
1.0,0,2100,26
1.0,2,3050,96
1.0,3,4000,32
1.0,0,2113,61
1.0,0,2000,26
2.0,3,6000,221
1.0,0,2397,156
1.0,1,3800,19
1.0,2,3095,60
1.0,3,5000,20
1.0,3,3300,19
1.0,2,3495,122
1.0,0,1965,71
1.0,2,5550,92
1.0,0,1550,0
1.0,1,3220,72
1.0,1,2250,35
1.0,0,1750,22
1.0,0,1450,61
2.0,0,5000,184
1.0,0,2870,82
1.0,2,2895,53
2.0,3,7000,88
2.0,2,4300,41
1.0,3,5900,46
2.0,3,9500,104
1.0,0,2195,119
1.0,1,2350,67
1.0,2,2500,71
1.0,2,3400,133
1.0,1,2300,44
2.0,4,7000,230
1.0,3,3950,63
1.0,1,1995,27
1.0,3,4295,144
1.0,2,3899,41
1.0,0,2700,136
1.0,2,3300,91
2.0,3,4200,165
1.0,0,2395,49
2.0,2,5650,89
1.0,1,2475,52
1.0,0,2325,99
1.0,2,1800,32
2.0,3,5495,4
1.0,2,3020,251
1.0,2,5800,258
1.0,2,2995,74
1.0,1,3000,93
1.0,2,2000,102
1.0,2,4100,93
1.0,1,2000,104
1.0,2,3995,110
1.0,3,3800,95
1.0,1,4180,42
1.0,3,2500,33
1.0,1,4500,139
2.0,3,5959,51
1.0,3,3855,64
1.0,2,4146,66
1.0,0,1900,100
2.5,3,20000,103
2.0,2,6500,117
1.0,1,2800,103
1.0,2,3250,81
1.0,0,2700,123
1.0,2,3200,60
1.0,0,3508,112
1.0,2,3150,85
1.0,2,2575,36
1.0,2,5395,95
2.0,3,4600,184
2.0,4,6295,48
1.0,2,1800,50
1.0,3,5350,56
2.0,3,6700,46
3.0,3,12995,47
1.0,2,3295,90
1.0,2,2700,98
1.0,0,2995,79
1.0,0,3016,236
1.0,1,3800,105
1.0,0,1690,44
2.0,3,5700,105
1.0,2,1900,97
1.0,1,3695,88
1.0,1,2350,35
1.0,1,2195,27
1.0,0,1700,17
2.0,4,4690,167
2.0,2,9195,64
2.0,3,9895,62
2.0,2,5680,109
1.0,1,2500,96
1.0,1,3695,37
1.0,1,3000,115
1.0,1,3995,52
1.0,0,2199,256
1.0,2,3895,0
1.0,2,2000,76
1.0,3,2500,87
1.0,2,3500,63
1.0,1,3940,0
1.0,0,2195,45
1.0,2,3695,108
1.0,1,2250,85
1.0,0,1875,101
1.0,3,2500,99
1.0,1,3200,73
1.0,2,2700,87
2.0,4,5795,148
1.0,3,-4100,85
2.0,1,4830,52
1.0,1,2525,75
1.0,1,2100,55
1.0,2,2200,60
1.0,2,3250,147
1.0,1,2350,145
1.0,2,2800,76
1.0,1,3499,89
1.0,2,3895,34
1.0,1,2750,40
1.0,2,4095,130
1.0,3,2495,147
1.0,2,-2395,136
1.0,2,3200,91
1.0,0,1750,0
1.0,1,2200,37
1.0,1,2600,80
1.0,1,-2250,61
1.0,1,2700,97
2.0,3,6150,142
1.0,1,3100,81
1.0,3,5595,121
1.0,2,2000,42
1.0,0,2895,68
1.0,2,3350,75
2.0,2,5500,87
1.0,1,2825,101
1.0,2,1795,22
1.0,1,4495,83
1.0,1,2250,88
1.0,1,1850,209
1.0,2,2500,99
1.0,1,2900,91
1.0,0,2200,101
1.0,3,6150,130
1.0,1,2250,99
1.0,0,3200,44
1.0,0,2600,38
1.0,2,2550,95
1.0,1,4795,24
0.0,3,3250,0
1.0,3,2400,97
1.0,0,3485,83
1.0,0,2100,85
1.0,0,2000,61
1.0,3,3650,94
1.0,1,3200,62
1.0,2,3500,68
1.0,2,1800,56
1.0,3,2800,86
1.0,1,2651,146
1.0,1,3700,54
1.0,0,2700,68
1.0,3,3600,162
1.0,3,3750,71
1.5,4,3000,60
1.0,0,2400,83
1.0,1,2250,19
1.0,1,2350,49
2.0,2,5090,131
1.0,0,2325,44
1.0,1,2595,35
1.0,1,2550,127
1.0,1,1500,181
1.0,2,2500,143
1.0,1,3725,145
1.0,2,5465,0
1.0,0,2875,54
1.0,2,3500,140
2.0,2,4500,136
3.0,2,15900,78
1.0,0,2000,100
1.0,4,6376,119
1.0,1,2600,35
1.0,1,4400,132
1.0,1,2495,124
1.0,0,2100,86
1.0,3,3435,276
1.0,3,2700,108
1.0,2,1850,54
1.0,1,3000,72
1.0,1,4525,0
2.0,2,3250,0
1.0,1,3795,81
1.0,2,3745,0
1.0,1,2630,0
0.0,1,3677,0
1.0,2,2800,179
1.0,1,3295,178
1.0,2,3000,89
1.0,0,2100,126
1.0,0,2500,198
2.0,4,6700,74
2.0,2,6595,0
2.0,3,7295,0
2.0,3,3250,112
1.0,1,3495,66
2.0,2,7000,171
1.0,3,3000,12
1.0,0,1995,268
1.0,0,-2400,48
2.0,2,3600,174
1.0,2,3200,138
1.0,2,2995,72
1.0,0,2195,49
1.0,3,3665,112
1.0,0,4095,99
2.0,3,4400,148
1.0,2,3600,235
2.0,3,6000,122
1.0,1,2550,31
1.0,2,-2795,56
1.0,0,2795,175
1.0,0,1625,81
1.0,1,2975,14
1.0,1,2050,45
1.0,2,4360,146
1.0,2,3650,125
1.0,2,5000,131
0.0,2,3599,0
1.0,0,2500,92
1.0,0,2720,161
1.0,1,2650,78
1.0,2,2395,41
1.0,2,3395,57
1.0,1,2200,51
1.0,0,2900,66
1.0,1,2750,63
1.0,1,3300,71
1.0,1,2900,78
1.0,2,3100,14
1.0,0,2500,60
1.0,1,2150,83
1.0,1,2400,278
1.0,2,6500,0
1.0,0,1400,82
1.0,1,1750,39
1.0,3,3715,129
2.0,3,3400,139
2.0,3,7250,89
1.0,2,3300,257
2.0,2,6240,227
2.0,3,4800,94
2.0,3,4675,106
1.0,2,3600,44
1.0,1,2195,0
1.0,1,3800,209
1.0,1,3550,56
1.0,2,-5500,188
1.0,0,2295,84
1.0,2,2600,58
1.0,2,3325,92
1.0,2,2990,44
1.0,2,3500,68
1.0,2,3100,31
1.0,3,2725,76
1.0,4,1900,56
1.0,2,3593,91
1.0,2,2995,26
1.0,1,3500,134
2.0,2,5652,0
1.0,1,-2495,161
1.0,1,3050,81
2.0,4,6000,49
1.0,1,2400,81
2.0,2,5700,48
1.0,3,5100,128
2.0,4,7700,55
1.0,0,2700,110
1.0,0,2199,37
2.0,3,7800,52
1.0,1,3000,88
1.0,2,3500,84
1.0,2,3000,52
1.0,0,3435,115
1.0,1,2950,111
1.0,1,3620,98
1.0,1,3500,25
1.0,1,2654,98
1.0,1,3000,199
1.0,0,6995,53
2.0,2,6300,172
2.0,3,4900,132
1.0,2,3295,88
1.0,0,-2500,60
3.0,3,15995,80
1.0,0,2495,108
1.0,2,3950,73
1.0,3,3200,57
1.0,0,1400,57
1.0,1,3795,33
1.0,1,2050,94
1.0,1,1750,65
1.0,0,2650,57
1.0,1,3500,104
1.0,2,3300,9
1.0,1,3250,31
1.0,1,2500,56
1.0,4,4300,33
1.0,2,3400,81
1.0,0,1950,74
1.0,2,2195,22
1.0,2,3200,172
1.0,2,3350,266
1.0,1,1400,0
2.0,2,4925,162
0.0,0,2500,87
1.0,2,3800,79
1.0,2,3500,39
1.0,1,4295,0
1.0,1,2600,105
2.0,2,-4300,83
1.0,0,2225,0
1.0,1,3190,57
2.0,4,-6495,112
1.0,2,4195,89
1.0,3,4400,145
1.0,1,-3175,65
1.0,1,4995,0
2.0,2,4350,120
1.0,0,2400,105
2.0,3,8000,87
2.0,1,3275,0
1.0,1,2830,70
1.0,1,3325,77
1.0,1,2390,140
1.0,1,2695,51
1.0,1,2300,61
1.0,2,3675,80
1.0,2,2700,78
1.0,3,3100,59
1.0,1,2849,88
1.0,1,1800,44
1.0,1,2850,116
2.0,2,5440,85
1.0,2,2700,123
2.0,3,6895,101
1.0,1,1950,67
1.0,1,1700,20
1.0,0,3075,0
1.0,3,4500,86
2.0,2,4975,114
1.5,1,4100,39
1.0,2,3400,113
1.0,1,2499,18
1.0,1,6000,76
1.5,1,2795,63
2.0,3,7995,129
1.0,3,3595,224
1.0,4,3100,105
1.0,3,3200,38
2.0,3,4580,149
1.0,0,1825,47
1.0,1,3795,39
1.0,1,2209,72
3.0,3,8000,138
1.0,0,1605,40
1.0,1,3695,91
1.0,2,3590,55
1.0,0,2195,48
1.0,1,4800,7
1.0,1,3295,65
2.0,2,2950,33
1.0,1,3100,22
1.0,0,1750,69
3.0,4,11500,154
1.0,0,2300,226
1.0,0,2650,123
1.0,1,3230,66
1.0,0,-1975,70
1.0,1,3360,114
1.0,1,2700,99
1.0,2,2475,50
1.0,2,3208,105
1.0,1,3100,0
1.0,1,3500,87
1.0,2,3795,111
1.0,3,3800,97
1.0,0,2595,127
1.0,0,1450,25
1.0,1,2800,50
2.0,2,7200,131
1.0,2,3500,68
1.0,0,3375,116
1.0,1,2960,74
2.0,2,3500,94
1.0,1,3500,80
1.0,0,1750,2
1.0,2,3595,35
1.0,0,2720,124
1.0,1,2775,0
1.0,0,3450,127
1.0,1,3900,0
1.0,0,2880,0
1.0,2,3600,206
1.0,0,2854,238
1.0,0,2260,55
1.0,1,3995,13
2.0,3,6785,68
1.0,3,4500,88
2.0,4,5800,80
1.0,0,1895,105
1.0,0,1725,0
2.0,3,5500,122
2.0,3,4270,134
1.0,1,2200,190
1.0,2,2650,89
1.0,0,1700,10
1.0,1,2100,77
1.0,2,4250,29
1.0,0,2620,264
1.0,2,2895,148
2.0,3,5799,124
1.0,1,2675,26
1.0,2,2000,0
1.0,0,1800,39
1.0,0,1850,53
1.0,1,2700,86
1.0,2,1925,94
1.0,0,2300,65
1.0,2,3100,107
1.0,0,2895,93
1.0,0,1925,31
1.0,0,3050,123
1.0,3,3575,90
1.0,1,3395,80
1.0,1,2495,24
2.5,2,8475,158
1.0,0,2600,43
1.0,0,2300,11
1.0,0,1195,46
1.0,1,-2600,86
1.0,1,1950,94
1.0,1,2900,64
1.0,1,2400,21
1.0,1,3544,56
1.0,2,2745,57
1.0,1,1900,44
1.0,1,2895,38
1.0,2,2400,38
1.0,1,2125,76
1.0,0,2500,2
1.0,0,1500,50
1.0,1,2679,131
1.0,2,3650,101
1.0,2,2995,47
1.0,1,2400,3
2.0,2,5775,164
1.0,1,5085,119
2.0,4,7600,97
1.0,1,1900,102
2.0,3,4895,77
1.0,0,3150,79
1.0,1,3119,55
1.0,1,3250,93
1.0,2,2695,85
1.0,3,4000,76
1.0,1,3900,75
3.0,3,3870,113
1.0,1,3600,62
1.0,1,2695,21
2.0,3,4625,91
1.0,1,2395,126
2.0,2,5500,113
2.0,2,4995,56
2.0,2,8925,67
1.0,2,3799,298
1.0,3,3725,72
1.0,1,3750,116
1.0,2,3295,88
1.0,0,2500,127
2.0,3,5100,114
2.5,3,11000,80
1.0,0,1795,33
1.0,1,2595,83
1.0,2,3147,329
1.0,1,2723,130
1.0,1,2595,0
1.0,2,1700,52
2.0,2,7600,0
1.0,1,3250,0
1.0,2,-3295,74
1.0,1,2649,53
1.0,0,2000,21
0.0,0,2200,94
1.5,2,5000,53
1.0,0,1650,62
1.0,2,1700,111
1.0,0,2295,75
1.0,0,2375,47
1.0,1,2695,110
1.0,1,3900,100
1.0,0,1900,69
1.0,0,3195,0
1.0,3,2800,46
1.0,2,2775,54
2.0,2,4900,79
1.0,1,1495,60
1.0,2,3100,176
1.0,1,2590,166
2.0,5,8304,0
1.0,0,2195,137
1.0,2,3200,159
1.0,1,2395,10
1.0,1,1650,76
1.0,1,4697,335
2.0,2,5250,136
1.0,0,2395,50
1.0,1,3200,73
1.0,2,3295,125
1.0,2,4280,147
1.0,3,3900,91
1.0,1,3475,81
1.0,1,2200,68
1.0,1,2500,86
2.0,2,8290,101
1.0,1,4625,0
2.0,2,4790,76
1.0,2,3350,0
1.0,0,1825,67
1.0,0,2500,60
1.0,2,3800,68
1.0,0,3650,29
1.0,1,2640,137
2.0,4,6900,87
2.0,4,3750,39
1.0,1,2000,72
1.0,3,2600,47
1.0,0,1400,19
1.0,1,4445,58
1.0,1,2150,105
1.0,0,2500,92
2.0,4,6300,144
1.0,2,4695,109
1.0,2,3871,148
1.0,0,1900,32
1.0,2,3826,66
1.0,0,2400,45
2.0,3,3500,91
1.0,1,2750,131
1.0,2,3400,110
1.0,0,2500,46
1.0,1,4500,76
1.0,1,4295,50
1.0,1,2000,31
2.0,5,8354,0
2.0,4,5500,103
1.0,2,3650,91
1.0,0,2200,223
2.0,3,7900,92
1.0,1,2750,72
1.0,1,2995,82
1.0,0,2790,103
1.0,2,3300,89
1.0,1,2800,42
1.0,1,3300,104
1.0,2,2245,47
1.0,2,2995,70
1.0,2,2750,84
1.0,0,2000,39
1.0,2,2350,36
1.0,0,2725,100
1.0,0,4555,0
1.0,1,2195,97
1.0,3,4595,43
1.0,2,2500,0
1.0,2,3600,101
1.0,0,2200,64
1.0,2,3150,79
1.0,2,2650,84
1.0,1,3450,124
1.0,1,2550,51
1.0,1,3195,58
2.0,2,4650,134
1.0,2,3250,93
1.0,3,2000,29
2.0,1,5499,11
1.0,3,1856,52
1.0,0,2175,51
1.0,1,2925,219
1.0,0,2250,55
1.0,2,1785,42
1.0,3,3200,62
1.0,2,3100,89
1.0,2,2995,51
2.0,2,4900,98
1.0,2,3850,191
1.0,2,4850,0
1.0,2,2895,0
1.0,0,3212,0
1.0,0,2700,0
1.0,0,1900,24
2.0,4,7500,113
1.0,1,2100,50
1.0,1,4000,0
1.0,0,2470,106
2.0,0,6800,110
1.0,2,3000,157
2.0,3,5000,110
1.0,0,1950,176
1.0,2,4100,151
2.0,4,5000,75
1.0,1,3395,91
2.0,2,5275,55
1.0,2,3000,69
1.0,2,2375,109
1.0,1,3880,84
1.0,2,3200,61
1.0,0,2475,229
1.0,0,2200,0
1.0,2,1604,46
1.0,1,2895,65
1.0,1,2750,0
1.0,1,1650,59
1.0,2,-3495,59
1.0,1,2200,72
1.0,1,2950,78
1.0,2,3100,124
1.0,0,1800,44
1.0,3,3500,140
2.0,2,5000,32
1.0,1,1575,19
1.0,1,2945,50
2.0,3,3700,132
1.0,0,2570,140
1.0,1,3375,134
1.0,1,4150,138
1.0,3,5945,15
1.0,2,-2300,132
1.0,3,2895,211
1.0,0,3685,74
1.0,3,2895,0
1.0,0,2600,83
1.0,1,2700,36
1.0,0,2575,130
1.0,0,2200,298
2.0,2,2450,117
1.0,2,2650,62
1.0,0,2875,97
1.0,0,2100,107
1.0,3,5700,47
2.0,2,7500,314
1.0,1,2400,71
1.0,0,3125,181
1.0,1,2575,45
1.0,0,2575,0
1.0,1,4895,36
1.0,0,2400,21
3.0,3,4750,95
1.0,1,3695,147
1.0,1,2850,93
1.0,1,2650,115
2.0,2,2300,71
1.0,0,2200,94
1.0,1,3795,91
2.0,2,7520,0
1.0,2,2700,121
1.0,1,2350,18
1.0,2,3595,32
1.0,1,1800,58
1.0,1,3550,93
1.0,2,7500,97
2.5,3,8000,116
1.0,0,2150,121
1.0,1,1495,137
1.0,0,2499,28
1.0,2,2100,18
1.0,1,2100,45
1.0,0,2450,132
1.0,2,3250,72
1.0,2,4095,67
1.0,1,3140,44
1.0,2,2600,92
1.0,2,1625,80
2.0,2,9495,120
1.0,1,3595,81
1.0,1,3700,100
1.0,1,2500,47
1.0,1,1295,0
1.0,1,3500,159
1.0,2,3000,88
1.0,0,2000,98
1.0,1,3388,38
1.0,1,3650,122
1.0,2,3950,204
1.0,1,2350,145
1.0,1,3326,99
1.0,1,2095,58
1.0,2,3300,38
1.0,0,1800,93
4.0,5,12000,32
2.0,2,6890,87
1.0,0,1949,15
2.0,3,2700,15
1.0,2,-2998,96
1.0,1,2650,112
1.0,1,2050,33
4.0,5,15500,0
2.0,2,5500,0
1.0,0,2695,0
1.0,1,2975,30
1.0,2,2895,0
1.0,0,1895,84
1.0,2,3600,88
1.5,1,2900,63
1.0,4,2850,44
3.0,3,6500,18
1.0,1,1695,158
1.0,0,-1500,30
1.0,1,3450,110
1.0,1,2764,135
2.0,3,4842,234
1.0,2,2688,81
1.0,2,3500,67
2.0,2,5648,0
2.0,3,3200,97
2.0,2,6200,48
2.0,2,6000,116
1.0,0,1975,85
1.0,1,4095,41
1.0,1,3200,70
1.0,2,3400,169
1.0,1,3445,71
1.0,2,3075,82
1.0,2,2295,27
1.0,3,3435,115
1.0,2,3600,118
1.0,1,3350,58
1.0,1,3000,108
1.0,0,2450,55
1.0,1,2900,65
1.0,3,3000,87
2.0,4,5895,95
2.0,2,6450,206
1.0,0,3750,0
1.0,2,3550,87
1.0,2,3650,144
1.0,4,5900,79
1.0,2,2700,46
1.0,2,2995,143
4.0,4,30000,70
1.0,0,2900,84
1.0,2,3600,0
1.0,2,3550,150
1.0,0,1600,77
1.0,0,2765,148
1.0,1,3585,75
1.0,2,1900,16
1.0,1,3425,18
1.0,3,6300,121
